,Time,User,Tweet,RetweetCount,LikeCount,TweetID,Geo,q0_label,q1_label,q2_label,q4_label
355,Mon Jun 27 18:35:48 +0000 2022,BandyGit,"@JordanB4815 @RMContradiction @ReciteSocial @Wimbledon Are u referring to the pharma funded scientific journals that print pharma funded research with a pre-determined outcome?
 When the scientists told the world ‘if u get the jab u won’t get sick, die or transmit any infection to other people’, is that the ‘truth’?",0,0,1.54E+18,,,,,
356,Mon Jun 27 18:00:03 +0000 2022,BandyGit,"@JordanB4815 @RMContradiction @ReciteSocial @Wimbledon 🤣🤣 ‘the truth’. U need to find some new sources for your information, don’t rely on MSM. I hope u see the real ‘truth’ eventually before it’s too late.",0,0,1.54E+18,,,,,
357,Mon Jun 27 17:49:43 +0000 2022,BandyGit,"@JordanB4815 @RMContradiction @ReciteSocial @Wimbledon It’s difficult to find words to describe people that still think these jabs do anything, other than cause harm. Stay in denial, it’s your choice. Anyone who still thinks that taking them gives them the intellectual high ground is deluded.",0,0,1.54E+18,,,,,
358,Mon Jun 27 17:40:41 +0000 2022,BandyGit,@JordanB4815 @RMContradiction @ReciteSocial @Wimbledon 😂😂 there’s still fuckwits that worship the jabs. Keep rolling up that sleeve on demand.,0,3,1.54E+18,,,,,
359,Mon Jun 27 17:38:10 +0000 2022,BandyGit,"@JordanB4815 @RMContradiction @ReciteSocial @Wimbledon Novak is a walking miracle, he’s managed to survive the last 2 years just like millions of others that decided not to take part in a medical trial.",0,5,1.54E+18,,,,,
360,Mon Jun 27 15:19:14 +0000 2022,BandyGit,"82 - Australian Open 
 85 - Roland Garros 
 80 - Wimbledon 👏
 81 - US Open 
 
 @DjokerNole becomes the first player to record 80 singles wins at ALL FOUR Grand Slam events 🤯 https://t.co/PaiPrnn9vZ",575,0,1.54E+18,,,,,
361,Mon Jun 27 15:12:27 +0000 2022,BandyGit,"On the NHS website it has a link to the perils of ‘long covid’ but oddly no link to any data to back up their claim that the jabs reduce risk of getting sick or dying, reduce risk of catching or spreading &amp; protect against variants.
 
 https://t.co/DSwY4vzQzY https://t.co/notSTsn1Mi",0,2,1.54E+18,,,,,
362,Mon Jun 27 14:06:45 +0000 2022,BandyGit,These hypocrites treat people with contempt. Same in every country. Incredible that anyone still trusts them. https://t.co/bYZZAfq1Rn,0,2,1.54E+18,,,,,
363,Mon Jun 27 09:12:50 +0000 2022,BandyGit,@sajidjavid SAJID = Sudden Adult Jab Induced Death.,0,1,1.54E+18,,,,,
364,Sun Jun 26 10:48:59 +0000 2022,BandyGit,"Another £2 billion to be spunked by the government on pointless tests. 
 This country is in the hands of a criminal organisation. https://t.co/Usxu0mmmrQ",0,2,1.54E+18,,,,,
365,Sun Jun 26 08:39:33 +0000 2022,BandyGit,@GBNEWS @MumbersonSimon We need Zammo back 👇🏻 https://t.co/prFo6phOJS,4,19,1.54E+18,,,,,
366,Sun Jun 26 08:35:58 +0000 2022,BandyGit,@ndysmth @LeeHurstComic Seems to be a common personality trait of people in the Nazi Health Service.,0,2,1.54E+18,,,,,
367,Sun Jun 26 06:53:56 +0000 2022,BandyGit,"@GlassyGalVal @FrizerTizer Even his lookalike, Rolf Harris, didn’t lie this much.",0,1,1.54E+18,,,,,
368,Sat Jun 25 22:47:39 +0000 2022,BandyGit,"Class &amp; integrity 👇🏻
 #Novax https://t.co/oRioEqPnoY",1,4,1.54E+18,,,,,
369,Sat Jun 25 15:19:21 +0000 2022,BandyGit,"@PaulTho32949139 @McDonalds Spot on, I’ve not been in there since they started that new ordering process.",0,1,1.54E+18,,,,,
370,Sat Jun 25 08:03:07 +0000 2022,BandyGit,"If You Were Trying To Force 
 
 A Needle Into My Arm Last Year… 
 
 Then I Don't Wanna Hear 
 
 ""My Body My Choice"" 
 
 From You Now!",494,0,1.54E+18,,,,,
371,Fri Jun 24 19:21:28 +0000 2022,BandyGit,"@JustinTrudeau Trudeau says ‘Abortion = Your Body Your Choice, Vaccination = Your Body My Choice.",0,0,1.54E+18,,,,,
372,Fri Jun 24 18:11:46 +0000 2022,BandyGit,"To the devout mask wearers, here’s a little reminder of what the medical experts said before they were incentivised 👇🏻 https://t.co/z19Sit6iGO",2,4,1.54E+18,,,,,
373,Fri Jun 24 11:54:11 +0000 2022,BandyGit,@statsjamie All I heard was 2 mins of BS from a pharma shill that has promoted fear &amp; recommended lockdowns for the last 2 years.,0,5,1.54E+18,,,,,
374,Fri Jun 24 11:47:27 +0000 2022,BandyGit,"Just when you think the lies can’t get any bigger…..
 ‘The Imperial College London research suggests 19.8 million deaths were prevented overall’. https://t.co/JQhhQZuYr7",0,2,1.54E+18,,,,,
375,Fri Jun 24 11:13:45 +0000 2022,BandyGit,@EssexPR @ZelenskyyUa Just imagine how much racist abuse he would get over there.,0,0,1.54E+18,,,,,
376,Fri Jun 24 10:50:47 +0000 2022,BandyGit,https://t.co/8Onr4BKxpr,23,0,1.54E+18,,,,,
377,Fri Jun 24 07:35:03 +0000 2022,BandyGit,"@CovidMarshall @rte Research from Imperial College 🤣🤣.
 Surprised the number isn’t 2 billion lives saved.",0,9,1.54E+18,,,,,
378,Thu Jun 23 14:05:01 +0000 2022,BandyGit,Almost everything that’s wrong with the world contained in a single image. https://t.co/ro42luiMnX,3183,0,1.54E+18,,,,,
379,Thu Jun 23 08:14:16 +0000 2022,BandyGit,"Before 2020 if someone kept getting sick &amp; had to regularly visit Dr’s &amp; hospitals, the Dr would ask ‘has anything changed in your life lately?’. 
 If the patient replied ‘Well I’ve been in an experimental drug trial for the last year’ the Dr would have said ‘stop it immediately’.",2,4,1.54E+18,,,,,
380,Wed Jun 22 18:49:45 +0000 2022,BandyGit,@conspiracyb0t David Icke was right about the lizard people.,1,48,1.54E+18,,,,,
381,Wed Jun 22 18:46:46 +0000 2022,BandyGit,@backtolife_2022 This clip must be from a new series of Jackanory.,0,1,1.54E+18,,,,,
382,Wed Jun 22 18:15:14 +0000 2022,BandyGit,@EssexPR https://t.co/qkRTa6e0JZ,0,13,1.54E+18,,,,,
383,Wed Jun 22 14:00:59 +0000 2022,BandyGit,"‘Protect the NHS, stay home, save lives’ (except your own) 👇🏻
 More than 100,000 extra deaths in private homes in UK since pandemic began | The Independent https://t.co/E3EE8xRz8R",0,1,1.54E+18,,,,,
384,Wed Jun 22 12:09:23 +0000 2022,BandyGit,@IamBrookJackson Wave your arms in the air &amp; get injected with poison like you just don’t care.,0,0,1.54E+18,,,,,
385,Wed Jun 22 11:29:08 +0000 2022,BandyGit,@devisridhar @telfordvillan The only thing I’m ‘concerned’ about is pharma shills that shamelessly abuse the trust people stupidly have in them by constantly trying to create fear &amp; panic.,0,1,1.54E+18,,,,,
386,Wed Jun 22 11:21:28 +0000 2022,BandyGit,I didn’t think I would live in a time when child abuse is celebrated &amp; recommended. https://t.co/LmYWqwELig,0,1,1.54E+18,,,,,
387,Wed Jun 22 11:09:35 +0000 2022,BandyGit,"Sparks flying in encounter with Commissioner @VeraJourova in the COVID Committee, where she claimed that the Digital Green Certificate has not forced people to be vaccinated. The European Commission keeps refusing to publish the contracts with vaccine producers. Is this fair? https://t.co/0mXyE4dQZk",3134,0,1.54E+18,,,,,
388,Wed Jun 22 07:26:55 +0000 2022,BandyGit,@sajidjavid @moderna_tx https://t.co/JTdk9pzJOa,46,364,1.54E+18,,,,,
389,Tue Jun 21 21:24:20 +0000 2022,BandyGit,"We’ve been told numerous times that we’ve just had a once in a hundred years pandemic, but kiddie sniffer Biden knows there’s another one on the way. https://t.co/oKEG4taqG5",2,4,1.54E+18,,yes,no,yes,yes
390,Tue Jun 21 17:50:27 +0000 2022,BandyGit,"Data compiled by the Intl Olympic Committee show 1,101 sudden deaths in athletes &lt;age 35 between 1966-2004, avg annual rate of 29 across all sports.
 March 2021-March 2022 at least 769 athletes have suffered cardiac arrest, collapse, and/or have died on the field worldwide (1/2) https://t.co/JLbxGrWUiH",4576,0,1.54E+18,,,,,
391,Tue Jun 21 15:43:44 +0000 2022,BandyGit,@DrTeckKhong @AndyHammers The fear agenda being driven by the usual suspects such as Christina Pagel. Total BS.,0,1,1.54E+18,,,,,
392,Tue Jun 21 14:59:39 +0000 2022,BandyGit,"Dr Anthony Fauci, the man that can never be fired from his job.
 How is anyone still listening to this habitual liar?
 This time last year he was telling the world that if you’re vaccinated u ‘are a dead end to the virus’. https://t.co/RT03aKeP3W https://t.co/VanjwcBDv0",1,3,1.54E+18,,,,,
393,Tue Jun 21 12:57:56 +0000 2022,BandyGit,@MichelleDewbs I think Stiller could have shown a bit more sympathy for those that have lost loved ones in this terrible ‘war’ 👇🏻 https://t.co/HliUVNXuyC,0,2,1.54E+18,,,,,
394,Tue Jun 21 12:54:07 +0000 2022,BandyGit,@MichelleDewbs I think Stiller could have shown a bit more sympathy for those that have lost loved ones in this terrible ‘war’ 👇🏻 https://t.co/OHmmZ8kQCU,0,5,1.54E+18,,,,,
395,Tue Jun 21 12:32:16 +0000 2022,BandyGit,"CDC Director Rochelle Walensky said in March 2021 ‘Vaccinated people do not carry the virus, do not get sick’.
 Despite that blatant lie she has retained her job &amp; 15 months later is authorising jabs for babies.
 How can anyone believe anything she says? https://t.co/57tbhikRao https://t.co/JFcRaGYOfi",0,1,1.54E+18,,yes,yes,yes,yes
396,Tue Jun 21 10:24:46 +0000 2022,BandyGit,@TinkerCunt_ Thoughts &amp; prayers for u at this difficult time.,0,1,1.54E+18,,,,,
397,Tue Jun 21 10:18:24 +0000 2022,BandyGit,"For the last 2 years it’s been classed as ‘misinformation’ to say that flu is even comparable to covid. Now it’s ok to say flu is worse than covid. 🤡
 I wonder if the NZ PM (aka Agent BlackRock) will implement a ‘zero flu’ policy? https://t.co/lSkRsPWl57",0,1,1.54E+18,,,,,
398,Mon Jun 20 22:21:53 +0000 2022,BandyGit,Insanity appears to be rife in the medical profession. https://t.co/zVlp4q9Dap,0,2,1.54E+18,,,,,
399,Mon Jun 20 18:24:34 +0000 2022,BandyGit,@SGriffin_Lab @lensiseethrough @halfon4harlowMP @pinterandmartin @UsforThemUK @thatsmanderley @DailyMailUK @MailOnline ‘Long covid’ 🤣🤣,0,4,1.54E+18,,,,,
400,Mon Jun 20 14:11:16 +0000 2022,BandyGit,"1) Deaths for Any Reason within 28 days of a positive test = Covid death.
 2) Deaths within 14 days of Vax = Unvaxxed death.
 Two unscientific fraudulent stats designed to :
 1) falsely inflate deaths to persuade people to get jabbed &amp; 2) cover up deaths caused by the jabs.",3,3,1.54E+18,,,,,
401,Sun Jun 19 20:32:19 +0000 2022,BandyGit,@derge12 @DangerousGlobe @Hannah_c_casey @JujuliaGrace https://t.co/bNIxUWRHGj,0,1,1.54E+18,,,,,
402,Sun Jun 19 11:59:23 +0000 2022,BandyGit,"A brief summery of fraud for you.
 
 What happened with vax for toddlers is a crime. There is no other word for it. https://t.co/MxjOHcFUu3",18,0,1.54E+18,,,,,
403,Sun Jun 19 09:33:50 +0000 2022,BandyGit,Anyone with small children please do your own research &amp; don’t listen to these pathological liars. https://t.co/SrQjw69JLc,1,2,1.54E+18,,,,,
404,Sun Jun 19 08:36:19 +0000 2022,BandyGit,"Our young were devoured in order to pacify a hysterical group of neurotic adults and their virtue signalling comrades.
 
 It still makes me sick that so many people went along with it.
 
 Never again. 
  https://t.co/MLyRkWTl4E",284,0,1.54E+18,,,,,
405,Sat Jun 18 17:20:03 +0000 2022,BandyGit,2/2 https://t.co/YWbiemTUJA,0,0,1.54E+18,,,,,
406,Sat Jun 18 17:17:52 +0000 2022,BandyGit,"Over 50 years ago the CIA’s Operation Mockingbird ensured that the news media broadcast their propaganda.
 It’s difficult to know if it’s still going on today 😄
 1/2 https://t.co/dwi4zrk2Op",0,1,1.54E+18,,,,,
407,Sat Jun 18 16:31:03 +0000 2022,BandyGit,@lorraine_luv1 @telfordvillan https://t.co/Vkfswd0YOq,0,1,1.54E+18,,,,,
408,Sat Jun 18 10:01:29 +0000 2022,BandyGit,"The US Open: Allow players from a country that you’re spending billions of dollars to fund a war against, but ban Novak Djokovic as he’s unjabbed.
 The true war today is against the non-compliant. https://t.co/yQMXHWssej",0,1,1.54E+18,,,,,
409,Sat Jun 18 07:21:22 +0000 2022,BandyGit,"@ToniaBuxton He doesn’t care either way, as he states at the end of this clip his own kids had ‘no learning deficit at all’. https://t.co/eonnHgc9tU",0,6,1.54E+18,,,,,
410,Sat Jun 18 06:44:45 +0000 2022,BandyGit,"The BBC ramping up fear about the mythical ‘climate change’ by using images from a fire caused by arson.
 They are beyond a joke but sadly millions believe everything they broadcast. https://t.co/l2GZxhbM5u",3,6,1.54E+18,,,,,
411,Fri Jun 17 20:21:47 +0000 2022,BandyGit,@lai_dama https://t.co/aZUu9mMUBc,1,1,1.54E+18,,,,,
412,Fri Jun 17 17:09:59 +0000 2022,BandyGit,"@hairymarx1 @AlistairHaimes @MaajidNawaz Do you remember Haimes before he was ‘turned’, he used to talk a lot more sense 👇🏻 https://t.co/SjKul3psrd",0,3,1.54E+18,,,,,
413,Fri Jun 17 10:10:02 +0000 2022,BandyGit,"2/2
 Full interview here, Episode 272, starts at 0:51:33
 
 https://t.co/SgzDjNTx69",0,0,1.54E+18,,,,,
414,Fri Jun 17 10:10:01 +0000 2022,BandyGit,"Mattias Desmet on mass formation: ‘All the attention is directed at one very small aspect of reality from then on, and the rest of reality disappears into darkness.’
 1/2 https://t.co/wR7Uq4cnIS",0,2,1.54E+18,,,,,
415,Fri Jun 17 09:21:42 +0000 2022,BandyGit,Prof Mattias Desmet : ‘People in the grip of a mass formation become radically aware to dismiss everything that was important to them before the mass formation started…..they become radically intolerant to dissonant voices’. https://t.co/jbxOLfG9Kc,0,2,1.54E+18,,,,,
416,Fri Jun 17 08:07:50 +0000 2022,BandyGit,Money stolen from taxpayers to line the pockets of mates of politicians. 👇🏻 https://t.co/nyITieCQVJ,0,2,1.54E+18,,,,,
417,Thu Jun 16 12:45:09 +0000 2022,BandyGit,Piers Morgan is blocking everyone who is sharing this so please share it 😂 https://t.co/WoFjWug3DJ,26496,0,1.54E+18,,,,,
418,Wed Jun 15 19:13:09 +0000 2022,BandyGit,"@KathyConWom Some of the replies to the original tweet show that these people are permanently mentally destroyed. They can’t give up ‘covid’ because that’s all they have in their life now. 
 Sadly they are too far gone to ever recover.",0,0,1.54E+18,,no,,,
419,Wed Jun 15 15:59:21 +0000 2022,BandyGit,@JujuliaGrace Sounds like you’re saying if u don’t wear a mask u must be a lying racist in an effort to boost sales of your face rags.,0,0,1.54E+18,,,,,
420,Wed Jun 15 12:12:58 +0000 2022,BandyGit,"Bodily Autonomy for everyone, unless I decide otherwise 👇🏻 https://t.co/5jNkor5iPx",0,0,1.54E+18,,,,,
421,Tue Jun 14 13:33:51 +0000 2022,BandyGit,"@sophielouisecc Not sure why ‘she’ was wearing plastic genitalia, ‘she’ could have just shown off ‘her’ own knob &amp; bollocks.",0,0,1.54E+18,,,,,
422,Tue Jun 14 13:22:48 +0000 2022,BandyGit,@RonaldSpud Could ‘she’ have just got ‘her’ own knob &amp; bollocks out?,0,2,1.54E+18,,,,,
423,Fri Jun 10 20:29:37 +0000 2022,BandyGit,@BBCNews How much is this continuous testing costing? All resources should be put into treating the millions on waiting lists that have been neglected for over 2 years.,0,3,1.54E+18,,,,,
424,Fri Jun 10 20:04:39 +0000 2022,BandyGit,"‘Do NOT, under any circumstances, take the vaccine!!’
 2/2 https://t.co/jdiE384Sld",3,2,1.54E+18,,,,,
425,Fri Jun 10 20:04:35 +0000 2022,BandyGit,"John McAfee tried to warn everyone. ‘Wake up people, please god, use some common fucking sense’.
 1/2 https://t.co/rAWhmmieKJ",6,7,1.54E+18,,,,,
426,Fri Jun 10 17:25:06 +0000 2022,BandyGit,2/2 https://t.co/Qaeyj0v8Xe,0,0,1.54E+18,,,,,
427,Fri Jun 10 17:21:01 +0000 2022,BandyGit,"It’s incredible that the vast majority of people actually think that governments are in control 👇🏻
 1/2 https://t.co/kApmqeLmsn",0,0,1.54E+18,,,,,
428,Fri Jun 10 12:49:57 +0000 2022,BandyGit,Dr James Neuenschwander : ‘My experience with this is that this is just so much worse than any other vaccine that we’ve used’. https://t.co/RoxntAnSta,0,1,1.54E+18,,,,,
429,Fri Jun 10 12:02:24 +0000 2022,BandyGit,New levels of systematic mendacity. Sudden Adult Death Syndrome (SADS) is not a thing. These are cardiac deaths. Stop pretending we don't know why they are elevated. Just f***ing stop. Enough of this. It's only a mystery if you are blind. https://t.co/5UqmXbnCBp,3727,0,1.54E+18,,,,,
430,Thu Jun 09 22:32:06 +0000 2022,BandyGit,8 years since the death of the legend that was Rik Mayall 💔 https://t.co/MFLZQDLZ51,209,0,1.54E+18,,,,,
431,Wed Jun 08 20:58:50 +0000 2022,BandyGit,Kiwi doctors speak out against kids dying of you know what... https://t.co/S5iMx0T0Rj,100,0,1.53E+18,,,,,
432,Wed Jun 08 19:46:14 +0000 2022,BandyGit,"@GerardDelaney39 You’re out of order, she’s very hard working &amp; deserves the same respect as every other narcissistic opportunist 😄",0,0,1.53E+18,,,,,
433,Wed Jun 08 18:32:28 +0000 2022,BandyGit,"We’re told by politicians, health officials &amp; media that women can have penises &amp; men can get pregnant, and we’re not even wearing a Virtual Reality headset.
 We must be living in a Virtual Insanity.",0,0,1.53E+18,,,,,
434,Wed Jun 08 14:28:20 +0000 2022,BandyGit,"In addition to Event 201, the Gates Foundation also simulated a scenario in a pharmacy in 2026 as people become impatient waiting for their 17th booster. https://t.co/L8gyicaJEU",0,0,1.53E+18,,,,,
435,Wed Jun 08 12:15:08 +0000 2022,BandyGit,@hejaro14 @awilliamscomedy @VikiLovesFACS Doesn’t she work at Imperial College? Definitely no conflict of interests there relating to promoting vaccines.,0,0,1.53E+18,,,,,
436,Wed Jun 08 10:53:26 +0000 2022,BandyGit,"@hejaro14 @awilliamscomedy You’re correct, pregnant women were excluded from the trials. Those figures relate to some of the women that became pregnant during the trial. This video is a good summary of it all.
 
 https://t.co/2DZHkQNdb2",0,0,1.53E+18,,,,,
437,Wed Jun 08 10:49:16 +0000 2022,BandyGit,Healthy young people dying of 'mysterious syndrome' reports MSM outlet which heavily pushed experimental gene therapy https://t.co/hcBsGq9o4n,491,0,1.53E+18,,no,,,
438,Wed Jun 08 10:24:06 +0000 2022,BandyGit,@Daamu62208242 U are spot on 👍🏻,0,1,1.53E+18,,,,,
439,Wed Jun 08 09:50:41 +0000 2022,BandyGit,‘Mental Illness’ the movie. https://t.co/PJvBhHRXm4,7,24,1.53E+18,,,,,
440,Wed Jun 08 09:21:01 +0000 2022,BandyGit,The medical profession today 👇🏻 https://t.co/rsG7Ym5MLj,7,13,1.53E+18,,,,,
441,Wed Jun 08 09:07:37 +0000 2022,BandyGit,"@Smitti1855 @Peston @uksciencechief @itvnews Ok whatever you say, you’ve obviously done your research.",0,0,1.53E+18,,,,,
442,Wed Jun 08 08:23:23 +0000 2022,BandyGit,"@NancyNHS @Peston @uksciencechief @itvnews That’s good to hear and congrats 👍🏻.
 Sadly that wasn’t the case for some of the women that became pregnant during the Pfizer trial. There has also been many reported issues since the roll out.
 The video in this link provides details.
 
 https://t.co/2DZHkQNdb2",0,0,1.53E+18,,,,,
443,Tue Jun 07 18:10:43 +0000 2022,BandyGit,"@LostTogetherCda So where’s the trial data of pregnant women up to and inc birth?
 No safety concerns? If you say so.
 https://t.co/2DZHkQNdb2",0,0,1.53E+18,,,,,
444,Tue Jun 07 16:40:04 +0000 2022,BandyGit,"@LostTogetherCda As I said, pregnant women were excluded so the only data that was collected was based on those that became pregnant during the trial. There was a study on pregnant rats tho. Unless u can provide details of a trial specifically on pregnant women? https://t.co/T4E8wqUgm7",0,0,1.53E+18,,,,,
445,Tue Jun 07 16:16:55 +0000 2022,BandyGit,@LostTogetherCda Pregnant women were excluded from the trial. The only data re-pregnant women was based on those that became pregnant during the trial.,0,0,1.53E+18,,,,,
446,Tue Jun 07 14:06:23 +0000 2022,BandyGit,@TheFreds https://t.co/RwApalWO1w,0,3,1.53E+18,,,,,
447,Tue Jun 07 13:58:11 +0000 2022,BandyGit,"Having now seen the Pfizer trial data info relating to pregnancy it’s incomprehensible that these doctors (and others) recommend the jabs to pregnant women. 
 If they wasn’t fully aware of the trial data surely it was their job to find out? https://t.co/fKAXm55B5u",3,5,1.53E+18,,,,,
448,Tue Jun 07 12:34:48 +0000 2022,BandyGit,"@Peston @uksciencechief @itvnews Why don’t u do an impersonation of a real journalist &amp; ask the govt questions about the Pfizer trial data, specifically pregnant women being advised to get a jab that was proven to be deadly to unborn babies?",1,4,1.53E+18,,,,,
449,Mon Jun 06 20:56:26 +0000 2022,BandyGit,@FatEmperor Shortest Ice Age ever ! https://t.co/XCjU28YFuz,341,0,1.53E+18,,,,,
450,Mon Jun 06 17:13:07 +0000 2022,BandyGit,2/2 - these people are EVIL. https://t.co/sRNq1WQdW9,0,0,1.53E+18,,,,,
451,Mon Jun 06 17:05:52 +0000 2022,BandyGit,"The Pfizer trial docs show that not only were pregnant women excluded from the trials, a high % of the women that got pregnant during the trials lost their baby.
 Despite these facts, this ‘vaccine’ was recommended (see 2) by govts &amp; health officials to every pregnant woman.
 1/2 https://t.co/Fdp1IlPu6N",1,5,1.53E+18,,,,,
452,Mon Jun 06 16:45:36 +0000 2022,BandyGit,@Sks2Gn I sometimes wonder why I bother 😄,0,0,1.53E+18,,,,,
453,Mon Jun 06 12:55:15 +0000 2022,BandyGit,@GerardDelaney39 😂👍🏻,0,0,1.53E+18,,,,,
454,Mon Jun 06 12:53:34 +0000 2022,BandyGit,@GerardDelaney39 He’s so far up Johnson’s arse he could check for polyps.,1,1,1.53E+18,,,,,
455,Mon Jun 06 12:50:39 +0000 2022,BandyGit,"I don’t have kids but I worry about what the future holds for younger generations. My family/friends with kids don’t seem worried at all.
 
 I haven’t had the jabs but I worry about what might happen to family &amp; friends that have. They don’t seem worried at all.
 
 Life is strange.",0,3,1.53E+18,,,,,
456,Mon Jun 06 12:19:55 +0000 2022,BandyGit,"@Arwenstar You’ve nailed it. Sadly the jab worshippers will never accept it, they will believe anything else rather than face up to the obvious link between all the ‘died suddenly/unexpectedly/went to bed but didn’t wake up’ stories in the news.",1,9,1.53E+18,,,,,
457,Mon Jun 06 12:06:12 +0000 2022,BandyGit,"EU to exempt private and corporate jets from green aviation fuel tax. 
 
 We are not all in this together. 
 https://t.co/1LI6w88rMs",12714,0,1.53E+18,,,,,
458,Mon Jun 06 11:49:54 +0000 2022,BandyGit,@DominicRaab When u typed this tweet was u laughing hysterically at how stupid the public must be to believe it?,0,0,1.53E+18,,,,,
459,Sun Jun 05 22:34:18 +0000 2022,BandyGit,"@MattWalshBlog So many people today have their default position set at ‘offended’. Nearly all those interviewed in your film were just waiting to find a question offensive. 
 They were all so humourless too, maybe that’s another common trait.",0,0,1.53E+18,,,,,
460,Sun Jun 05 22:19:07 +0000 2022,BandyGit,"For 18 months governments all over the world have been coercing people to be injected regularly with an experimental ‘vaccine’ that’s not a vaccine, that doesn’t protect u from anything &amp; can cause life changing injuries &amp; death.
 If people are not awake yet they never will be.",9,23,1.53E+18,,yes,yes,yes,yes
461,Sun Jun 05 14:50:31 +0000 2022,BandyGit,@FatEmperor Strange that all the research carried out to produce this nonsense article didn’t include the jab status of the people suffering with this mystery illness.,0,3,1.53E+18,,,,,
462,Sun Jun 05 13:12:34 +0000 2022,BandyGit,New Chinese comedy show coming soon on the BBC 👇🏻 https://t.co/tYp3rsbvgP,4,5,1.53E+18,,,,,
463,Sun Jun 05 10:16:43 +0000 2022,BandyGit,@Dragon22Wolf Very true 😄,0,0,1.53E+18,,,,,
464,Sun Jun 05 10:09:30 +0000 2022,BandyGit,"@Dragon22Wolf That’s the only way it can be stopped, we can’t rely on individuals.",0,2,1.53E+18,,,,,
465,Sun Jun 05 10:08:09 +0000 2022,BandyGit,2/2 https://t.co/4nRXBzJzoI,2,5,1.53E+18,,,,,
466,Sun Jun 05 10:03:15 +0000 2022,BandyGit,"We’re always asking ‘why aren’t more people exposing the New World Order?’, 
 but history shows us it’s a very dangerous path to take.
 1/2 https://t.co/yQaSCHOyId",7,13,1.53E+18,,,,,
467,Sun Jun 05 09:14:30 +0000 2022,BandyGit,"@LadyPen90104248 The public will believe whatever they are told, however ludicrous, nonsensical or fantastical it may be.
 
 The past two years have proved that beyond any reasonable doubt.",8,0,1.53E+18,,,,,
468,Sun Jun 05 08:55:30 +0000 2022,BandyGit,"@LeilaniDowding You’re spot on, if only we still had comedy shows that highlight just how ridiculous it is 👇🏻 https://t.co/0febrVEBhN",0,2,1.53E+18,,,,,
469,Sat Jun 04 23:59:45 +0000 2022,BandyGit,Why don’t these conspiracy theorist nutters stop going on about The New World Order? https://t.co/rPrVhXpFEZ,1,4,1.53E+18,,,,,
470,Sat Jun 04 17:12:50 +0000 2022,BandyGit,"Belgian virologist Marc van Ranst explains to an audience at Chatham House on 22nd Jan 2019 how he used fear &amp; inflated death figures to persuade the public to get a swine flu jab.
 Do these tactics seem familiar? https://t.co/fXtEIMhI5S",4,12,1.53E+18,,,,,
471,Sat Jun 04 14:48:12 +0000 2022,BandyGit,"Clip from Matt Walsh’s film ‘What is a Woman?’ (via subs on The Daily Wire).
 Most of the doctors &amp; teachers he interviewed didn’t like being challenged. 
 Here a teacher of social science tells him he’s ‘deeply transphobic’ for using the phrase ‘getting to the truth’. https://t.co/YPjN1yd8F1",0,0,1.53E+18,,,,,
472,Sat Jun 04 14:47:54 +0000 2022,BandyGit,@Jo1Joanna This film provides plenty of info about BlackRock and Vanguard 👍🏻 https://t.co/cnwVVaCqiA,0,1,1.53E+18,,,,,
473,Sat Jun 04 11:52:53 +0000 2022,BandyGit,@suzseddon @fitay59 He’s great but he’ll be lucky to survive to the end of this year.,0,7,1.53E+18,,,,,
474,Sat Jun 04 11:31:08 +0000 2022,BandyGit,"Great video, explains clearly who controls the world using easily accessible info. 
 Send it to every one of your sleepwalking family &amp; friends.
 MONOPOLY: Who Owns the World? https://t.co/EtBhkKCFiS",0,1,1.53E+18,,no,,,
475,Sat Jun 04 11:16:08 +0000 2022,BandyGit,"@tellit_outloud @sophia10635358 @sophiadahl1 @roadtoserfdom3 @Kylashoo @rebecca_morgan @frederickone @UGottaLOL @ReneRunCoach @Niall_Boylan @FatEmperor @thecoastguy @AndRealisation @ukcolumn @PrisonPlanet @YouTube @ADailyDoseOfTr1 Great video, thanks for sharing it 👍🏻",1,3,1.53E+18,,,,,
476,Sat Jun 04 10:01:48 +0000 2022,BandyGit,@BelindasHandbag She is pure evil.,0,0,1.53E+18,,,,,
